Date,Open,High,Low,Close,Adj Close,Volume
2018-10-08,0.453941,0.456769,0.453486,0.454107,0.454107,64
2018-10-09,0.453929,0.455806,0.448371,0.451294,0.451294,63
2018-10-10,0.446380,0.447548,0.444504,0.446687,0.446687,1817
2018-10-11,0.446377,0.446728,0.392953,0.399272,0.399272,1624
2018-10-12,0.375432,0.378879,0.372918,0.374284,0.374284,18
2018-10-13,0.373774,0.440598,0.373057,0.379253,0.379253,1585
2018-10-14,0.379239,0.440525,0.378081,0.429367,0.429367,327
2018-10-15,0.430183,0.612723,0.427258,0.579608,0.579608,24134
2018-10-16,0.579609,0.584844,0.487803,0.491285,0.491285,98425
2018-10-17,0.492148,0.624716,0.207710,0.519342,0.519342,6477
2018-10-18,0.518163,0.618611,0.517050,0.546850,0.546850,64839
2018-10-19,0.546855,0.552656,0.543289,0.550834,0.550834,1810
2018-10-20,0.550228,0.591781,0.453738,0.589925,0.589925,118452
2018-10-21,0.590227,0.603867,0.589091,0.595292,0.595292,15062
2018-10-22,0.594967,0.599868,0.591432,0.599763,0.599763,14919
2018-10-23,0.600074,0.600074,0.600074,0.600074,0.600074,0
2018-10-24,0.600074,0.615281,0.586388,0.611639,0.611639,35327
2018-10-25,0.611592,0.670652,0.505132,0.548668,0.548668,60925
2018-10-26,0.547820,0.618229,0.547224,0.609501,0.609501,16288
2018-10-27,0.610013,0.612459,0.338776,0.611499,0.611499,256
2018-10-28,0.610940,0.615951,0.608842,0.613575,0.613575,124
2018-10-29,0.613343,0.631425,0.612178,0.630774,0.630774,298
2018-10-30,0.630926,0.721228,0.628119,0.719973,0.719973,72
2018-10-31,0.720368,0.720713,0.713100,0.713100,0.713100,105
2018-11-01,0.713100,0.829946,0.713100,0.732409,0.732409,0
2018-11-02,0.732409,0.732409,0.732409,0.732409,0.732409,0
2018-11-03,0.732409,0.732409,0.732409,0.732409,0.732409,0
2018-11-04,0.732409,0.732409,0.732409,0.732409,0.732409,0
2018-11-05,0.732409,0.732409,0.713835,0.722147,0.722147,178
2018-11-06,0.721311,0.740505,0.717287,0.740001,0.740001,0
2018-11-07,0.740001,0.740001,0.740001,0.740001,0.740001,0
2018-11-08,0.740001,0.740001,0.740001,0.740001,0.740001,0
2018-11-09,0.740001,0.740001,0.740001,0.740001,0.740001,0
2018-11-10,0.740001,0.740001,0.740001,0.740001,0.740001,0
2018-11-11,0.740001,0.740001,0.740001,0.740001,0.740001,0
2018-11-12,0.740001,0.740001,0.740001,0.740001,0.740001,0
2018-11-13,0.740001,0.740001,0.515213,0.516841,0.516841,4085
2018-11-14,0.516443,0.540067,0.449951,0.518419,0.518419,54
2018-11-15,0.520430,0.527284,0.486109,0.512114,0.512114,0
2018-11-16,0.512114,0.512114,0.512114,0.512114,0.512114,0
2018-11-17,0.512114,0.512114,0.512114,0.512114,0.512114,0
2018-11-18,0.512114,0.512114,0.512114,0.512114,0.512114,0
2018-11-19,0.512114,0.512114,0.512114,0.512114,0.512114,0
2018-11-20,0.512114,0.512114,0.431162,0.446036,0.446036,21
2018-11-21,0.447937,0.474559,0.429747,0.463398,0.463398,0
2018-11-22,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-23,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-24,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-25,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-26,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-27,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-28,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-29,0.463398,0.463398,0.463398,0.463398,0.463398,0
2018-11-30,0.463398,0.463398,0.174728,0.246830,0.246830,35
2018-12-01,0.247425,0.412250,0.243624,0.381282,0.381282,38
2018-12-02,0.379597,0.387041,0.201827,0.279614,0.279614,47
2018-12-03,0.279418,0.280228,0.258176,0.259259,0.259259,0
2018-12-04,0.259259,0.357962,0.259259,0.348790,0.348790,35
2018-12-05,0.349343,0.350150,0.324148,0.324148,0.324148,418
2018-12-06,0.323721,0.333410,0.262095,0.313095,0.313095,734
2018-12-07,0.312534,0.328591,0.284778,0.313061,0.313061,0
2018-12-08,0.313061,0.313061,0.313061,0.313061,0.313061,0
2018-12-09,0.313061,0.341730,0.142366,0.328202,0.328202,2894
2018-12-10,0.327638,0.331932,0.317945,0.322254,0.322254,0
2018-12-11,0.322254,0.322254,0.322254,0.322254,0.322254,0
2018-12-12,0.322254,0.322254,0.189177,0.190245,0.190245,2066
2018-12-13,0.190356,0.190493,0.186679,0.189240,0.189240,0
2018-12-14,0.189240,0.189240,0.189240,0.189240,0.189240,0
2018-12-15,0.189240,0.292558,0.189240,0.290974,0.290974,13
2018-12-16,0.290949,0.324626,0.290949,0.316298,0.316298,1279
2018-12-17,0.316763,0.334274,0.229141,0.237897,0.237897,26
2018-12-18,0.237816,0.376108,0.234373,0.375116,0.375116,47
2018-12-19,0.376922,0.394762,0.265444,0.375914,0.375914,9242
2018-12-20,0.375255,0.434031,0.373226,0.427583,0.427583,246
2018-12-21,0.426892,0.438229,0.394990,0.402970,0.402970,51
2018-12-22,0.402479,0.405988,0.400809,0.400809,0.400809,0
2018-12-23,0.400809,0.490359,0.400809,0.481109,0.481109,218
2018-12-24,0.481056,0.502236,0.481056,0.502236,0.502236,0
2018-12-25,0.502236,0.502236,0.502236,0.502236,0.502236,0
