Date,Open,High,Low,Close,Adj Close,Volume
2019-04-30,1.580852,1.605288,1.580274,1.600095,1.600095,13692772
2019-05-01,1.597396,1.626428,1.587704,1.605906,1.605906,31593857
2019-05-02,1.605860,1.711587,1.591975,1.613490,1.613490,48902450
2019-05-03,1.614735,1.677140,1.613175,1.642306,1.642306,43766399
2019-05-04,1.642464,1.654379,1.565449,1.591931,1.591931,41405102
2019-05-05,1.592448,1.618387,1.575393,1.590799,1.590799,27572506
2019-05-06,1.590300,1.631666,1.541004,1.624900,1.624900,54219209
2019-05-07,1.624205,1.650597,1.580685,1.580685,1.580685,51668928
2019-05-08,1.582315,1.636800,1.529363,1.610358,1.610358,66144714
2019-05-09,1.610944,1.690534,1.594170,1.629212,1.629212,79710483
2019-05-10,1.628767,1.653637,1.469112,1.495345,1.495345,106960548
2019-05-11,1.492907,1.492907,1.319687,1.411313,1.411313,157992980
2019-05-12,1.411969,1.447730,1.306893,1.428117,1.428117,112275697
2019-05-13,1.428117,1.490822,1.411562,1.430439,1.430439,70156217
2019-05-14,1.431117,1.451510,1.354520,1.428108,1.428108,72735287
2019-05-15,1.428886,1.599323,1.411002,1.598632,1.598632,118670864
2019-05-16,1.608653,1.658172,1.391892,1.415650,1.415650,172270890
2019-05-17,1.416750,1.432153,1.253115,1.357653,1.357653,130103520
2019-05-18,1.357653,1.367021,1.305381,1.339134,1.339134,72253324
2019-05-19,1.340595,1.444630,1.339701,1.409095,1.409095,110254535
2019-05-20,1.409095,1.409095,1.333206,1.359530,1.359530,81273099
2019-05-21,1.360538,1.465405,1.355899,1.429523,1.429523,103995458
2019-05-22,1.429523,1.530826,1.404300,1.459117,1.459117,138929305
2019-05-23,1.459117,1.549630,1.444552,1.530932,1.530932,111063576
2019-05-24,1.529554,1.688557,1.515936,1.621515,1.621515,154090657
2019-05-25,1.621515,1.764535,1.621202,1.645689,1.645689,127717316
2019-05-26,1.646190,1.681114,1.582758,1.668401,1.668401,109840037
2019-05-27,1.669470,1.709474,1.613957,1.653236,1.653236,119592940
2019-05-28,1.652852,1.701447,1.591216,1.651813,1.651813,113637122
2019-05-29,1.651813,1.652045,1.543205,1.597525,1.597525,107250863
2019-05-30,1.597525,1.616025,1.462993,1.521821,1.521821,111341860
2019-05-31,1.521821,1.546218,1.460930,1.506954,1.506954,103993835
2019-06-01,1.506954,1.553541,1.479269,1.495007,1.495007,95598970
2019-06-02,1.495007,1.548127,1.485518,1.514798,1.514798,82414897
2019-06-03,1.514798,1.578744,1.463382,1.472356,1.472356,109553444
2019-06-04,1.474012,1.474583,1.346243,1.400597,1.400597,102576852
2019-06-05,1.402543,1.432647,1.383192,1.411612,1.411612,64837253
2019-06-06,1.410963,1.430706,1.370395,1.410890,1.410890,53023942
2019-06-07,1.411653,1.481899,1.401602,1.466081,1.466081,66240459
2019-06-08,1.465073,1.498369,1.451066,1.471304,1.471304,63702284
2019-06-09,1.471097,1.474696,1.428778,1.451651,1.451651,69883706
2019-06-10,1.451193,1.632741,1.418019,1.607882,1.607882,100956625
2019-06-11,1.608189,1.628965,1.532440,1.587528,1.587528,80721823
2019-06-12,1.589246,1.763108,1.589246,1.680257,1.680257,137022139
2019-06-13,1.678030,1.715173,1.599531,1.603384,1.603384,71193632
2019-06-14,1.603691,1.671379,1.599174,1.631797,1.631797,93032663
2019-06-15,1.630527,1.665444,1.630247,1.640333,1.640333,59488011
2019-06-16,1.640333,1.685508,1.625819,1.640229,1.640229,71218058
2019-06-17,1.640229,1.705990,1.640229,1.697437,1.697437,58350866
2019-06-18,1.699032,1.701242,1.624145,1.634589,1.634589,48035192
2019-06-19,1.634137,1.697155,1.633137,1.687246,1.687246,68202375
2019-06-20,1.688115,1.711617,1.655669,1.687277,1.687277,62454102
2019-06-21,1.686641,1.720667,1.596119,1.605482,1.605482,81977825
2019-06-22,1.605791,1.682877,1.570249,1.644874,1.644874,130479528
2019-06-23,1.644428,1.663919,1.608303,1.615418,1.615418,66435298
2019-06-24,1.615418,1.685603,1.591523,1.664729,1.664729,69765188
2019-06-25,1.663599,1.694068,1.635636,1.656599,1.656599,69189557
2019-06-26,1.656599,1.959609,1.651665,1.840861,1.840861,176773847
2019-06-27,1.840861,1.983223,1.644938,1.744222,1.744222,145061801
2019-06-28,1.744297,1.848496,1.691944,1.802632,1.802632,101426426
2019-06-29,1.806495,1.897471,1.735540,1.881738,1.881738,104081121
2019-06-30,1.881855,1.921476,1.808241,1.808341,1.808341,98826424
2019-07-01,1.808341,1.871122,1.658540,1.768932,1.768932,127482243
2019-07-02,1.763664,1.774201,1.582717,1.732145,1.732145,122440657
2019-07-03,1.733290,1.798806,1.726186,1.791299,1.791299,64297845
2019-07-04,1.785162,2.097414,1.722787,1.843959,1.843959,195029267
2019-07-05,1.845788,1.957214,1.801235,1.861950,1.861950,95519142
