Date,Open,High,Low,Close,Adj Close,Volume
2018-08-10,0.287844,0.331816,0.252193,0.252197,0.252197,30951
2018-08-11,0.252366,0.317077,0.238693,0.270309,0.270309,5321
2018-08-12,0.269138,0.283651,0.247394,0.247569,0.247569,2713
2018-08-13,0.248117,0.377971,0.231567,0.232367,0.232367,8082
2018-08-14,0.244754,0.277835,0.209267,0.235739,0.235739,6582
2018-08-15,0.237529,0.263004,0.231112,0.244095,0.244095,2465
2018-08-16,0.265267,0.279015,0.237416,0.238513,0.238513,1316
2018-08-17,0.238919,0.299980,0.238819,0.299858,0.299858,8290
2018-08-18,0.301056,0.304596,0.258004,0.266181,0.266181,2518
2018-08-19,0.266412,0.291291,0.262306,0.285837,0.285837,4260
2018-08-20,0.285875,0.287041,0.250340,0.258114,0.258114,2791
2018-08-21,0.256892,0.261103,0.227536,0.233094,0.233094,8266
2018-08-22,0.233037,0.264872,0.212525,0.216914,0.216914,5295
2018-08-23,0.217476,0.247260,0.163629,0.217649,0.217649,24703
2018-08-24,0.217744,0.232814,0.180630,0.220081,0.220081,20684
2018-08-25,0.219769,0.251577,0.199529,0.250383,0.250383,5665
2018-08-26,0.250388,0.250388,0.209503,0.247299,0.247299,7155
2018-08-27,0.247741,0.273935,0.241651,0.273935,0.273935,6336
2018-08-28,0.275059,0.408126,0.254783,0.362693,0.362693,55080
2018-08-29,0.323942,0.365044,0.316481,0.319075,0.319075,11150
2018-08-30,0.319270,0.410579,0.312535,0.394147,0.394147,26944
2018-08-31,0.394270,0.406362,0.358995,0.395515,0.395515,5904
2018-09-01,0.395576,0.401472,0.293732,0.396910,0.396910,8920
2018-09-02,0.396960,0.437812,0.355996,0.437812,0.437812,30231
2018-09-03,0.438138,0.553126,0.406917,0.491673,0.491673,67615
2018-09-04,0.443138,0.943284,0.439997,0.611745,0.611745,201877
2018-09-05,0.611664,0.790892,0.430324,0.525293,0.525293,1458730
2018-09-06,0.526374,0.701095,0.399867,0.697056,0.697056,2131190
2018-09-07,0.699612,0.717388,0.664325,0.704911,0.704911,1971380
2018-09-08,0.705129,1.278320,0.690555,0.928261,0.928261,2786320
2018-09-09,0.917894,1.110370,0.693580,0.724886,0.724886,1330980
2018-09-10,0.727866,0.883426,0.446756,0.821250,0.821250,443005
2018-09-11,0.826115,0.853485,0.664925,0.704610,0.704610,384268
2018-09-12,0.703132,0.732505,0.646189,0.695165,0.695165,309060
