Date,Open,High,Low,Close,Adj Close,Volume
2020-12-18,0.121400,0.283113,0.121400,0.259889,0.259889,1169592818
2020-12-19,0.260791,0.585561,0.257451,0.478141,0.478141,2697589907
2020-12-20,0.477849,0.780397,0.454913,0.748475,0.748475,3151753351
2020-12-21,0.740839,0.770021,0.453745,0.470134,0.470134,1410034826
2020-12-22,0.471489,0.627517,0.425462,0.546605,0.546605,1283823735
2020-12-23,0.545992,0.580247,0.350150,0.405604,0.405604,743949585
2020-12-24,0.411693,0.454445,0.355671,0.412796,0.412796,501575471
2020-12-25,0.410393,0.420792,0.338393,0.357438,0.357438,297585283
2020-12-26,0.358670,0.496040,0.321230,0.481362,0.481362,801500541
2020-12-27,0.483722,0.492145,0.379560,0.396103,0.396103,511395416
2020-12-28,0.395983,0.437031,0.378314,0.380927,0.380927,342425309
2020-12-29,0.380357,0.385598,0.341214,0.373298,0.373298,218234948
2020-12-30,0.372731,0.402804,0.350612,0.374664,0.374664,198005058
2020-12-31,0.374873,0.380616,0.342080,0.350120,0.350120,110254481
2021-01-01,0.350674,0.378015,0.346063,0.363217,0.363217,142234681
2021-01-02,0.362392,0.362392,0.308048,0.327271,0.327271,121106081
2021-01-03,0.327194,0.335092,0.282139,0.296680,0.296680,196258222
2021-01-04,0.297503,0.348577,0.291301,0.307537,0.307537,183511905
2021-01-05,0.308158,0.347314,0.286105,0.340021,0.340021,192150081
2021-01-06,0.339448,0.396495,0.316570,0.369855,0.369855,304248622
2021-01-07,0.370097,0.413839,0.331270,0.346023,0.346023,240540134
2021-01-08,0.346009,0.350806,0.309859,0.328905,0.328905,209819079
2021-01-09,0.328985,0.363866,0.317886,0.349329,0.349329,169470735
2021-01-10,0.349025,0.375913,0.310353,0.327720,0.327720,174923166
2021-01-11,0.326665,0.326665,0.233994,0.291151,0.291151,172135662
2021-01-12,0.290105,0.308373,0.266013,0.277531,0.277531,84948012
2021-01-13,0.277088,0.346673,0.267981,0.326444,0.326444,145399156
2021-01-14,0.325318,0.360890,0.317817,0.333567,0.333567,160616477
2021-01-15,0.333702,0.391064,0.312841,0.338403,0.338403,229420562
2021-01-16,0.338528,0.473168,0.338457,0.468506,0.468506,531259738
2021-01-17,0.467328,0.571108,0.411410,0.516848,0.516848,637466412
2021-01-18,0.520179,0.660190,0.512757,0.619532,0.619532,771380829
2021-01-19,0.619365,0.644071,0.527552,0.540783,0.540783,453525381
2021-01-20,0.539645,0.572586,0.480984,0.521102,0.521102,309490471
2021-01-21,0.522424,0.557615,0.437702,0.437932,0.437932,250705200
2021-01-22,0.436186,0.554539,0.402946,0.512441,0.512441,389754176
2021-01-23,0.510693,0.592492,0.492872,0.584561,0.584561,362608709
2021-01-24,0.584974,0.592355,0.521728,0.555875,0.555875,287213078
2021-01-25,0.555527,0.593092,0.527826,0.530854,0.530854,221843902
2021-01-26,0.530067,0.548905,0.484867,0.536839,0.536839,183813109
2021-01-27,0.537072,0.542954,0.455381,0.486704,0.486704,165969654
2021-01-28,0.486412,0.582889,0.470114,0.560669,0.560669,304726105
2021-01-29,0.586346,0.656306,0.532486,0.554062,0.554062,508344330
2021-01-30,0.553761,0.676814,0.553392,0.637968,0.637968,465905705
2021-01-31,0.638416,0.857744,0.604302,0.797745,0.797745,917773953
2021-02-01,0.797375,0.878229,0.755281,0.783321,0.783321,610329039
2021-02-02,0.783467,0.815506,0.728557,0.752805,0.752805,357438443
2021-02-03,0.753215,0.864105,0.727081,0.824686,0.824686,376571415
2021-02-04,0.825561,0.859997,0.768694,0.813120,0.813120,380510508
2021-02-05,0.816284,1.038207,0.807184,0.949777,0.949777,638658872
2021-02-06,0.951086,0.952646,0.836511,0.866342,0.866342,375127190
2021-02-07,0.866882,0.953684,0.785090,0.918458,0.918458,456098629
2021-02-08,0.918181,1.041678,0.915289,0.971085,0.971085,527600244
2021-02-09,0.968806,1.092630,0.942807,1.052300,1.052300,361486286
2021-02-10,1.051320,1.284320,0.996600,1.268770,1.268770,931401659
2021-02-11,1.266434,2.146215,1.210477,2.041138,2.041138,3101459992
2021-02-12,2.039335,2.875135,1.899790,2.252128,2.252128,3689283531
2021-02-13,2.244394,2.584135,2.195671,2.346525,2.346525,1148937738
2021-02-14,2.343681,2.406685,1.915426,2.169396,2.169396,1000643663
2021-02-15,2.164602,2.439073,1.709909,2.150081,2.150081,1166215235
2021-02-16,2.146432,2.271119,2.028358,2.065628,2.065628,522877328
2021-02-17,2.069324,2.199012,1.913171,2.186310,2.186310,680727351
2021-02-18,2.183379,2.344995,2.132657,2.289549,2.289549,675527169
2021-02-19,2.292549,2.329964,2.106257,2.166534,2.166534,494262992
2021-02-20,2.168337,2.642280,2.086981,2.308207,2.308207,1189122489
2021-02-21,2.297616,2.387946,2.197825,2.286098,2.286098,347410189
2021-02-22,2.291264,2.423843,1.645250,2.023319,2.023319,969043906
2021-02-23,2.021620,2.025701,1.342769,1.697920,1.697920,1102633844
2021-02-24,1.703047,2.032028,1.604952,1.898395,1.898395,637696132
2021-02-25,1.898189,1.992486,1.708992,1.708992,1.708992,406304918
2021-02-26,1.722090,1.862802,1.567828,1.727200,1.727200,450141836
2021-02-27,1.728939,1.816023,1.644341,1.681495,1.681495,241638894
2021-02-28,1.683605,1.685288,1.435782,1.579544,1.579544,301374065
2021-03-01,1.587583,1.919592,1.587583,1.919592,1.919592,408261250
2021-03-02,1.921554,1.982838,1.730060,1.831907,1.831907,408274705
2021-03-03,1.832626,2.076138,1.802091,1.964657,1.964657,454550647
2021-03-04,1.959076,2.035840,1.797320,1.863335,1.863335,310452420
2021-03-05,1.859333,1.886990,1.731498,1.837851,1.837851,252362655
2021-03-06,1.832402,1.862080,1.750696,1.797440,1.797440,154452294
2021-03-07,1.798016,1.935090,1.796879,1.879408,1.879408,229262422
2021-03-08,1.879665,1.928090,1.800649,1.904251,1.904251,261183890
2021-03-09,1.904939,2.215936,1.884355,2.121323,2.121323,609275030
2021-03-10,2.120224,2.151824,1.970954,2.037250,2.037250,416473783
2021-03-11,2.031505,2.097714,1.887562,1.913072,1.913072,377210253
2021-03-12,1.913060,1.925419,1.664632,1.728992,1.728992,422600040
2021-03-13,1.733932,1.887814,1.655959,1.795212,1.795212,375105205
2021-03-14,1.793989,1.837549,1.715144,1.737129,1.737129,217521194
2021-03-15,1.733893,1.868253,1.691087,1.721409,1.721409,286450410
2021-03-16,1.718555,1.787298,1.615747,1.713756,1.713756,273835316
2021-03-17,1.714311,1.754221,1.654684,1.721959,1.721959,192649089
2021-03-18,1.719237,1.791854,1.685664,1.693080,1.693080,228345560
2021-03-19,1.693324,1.741570,1.659728,1.699185,1.699185,184340904
2021-03-20,1.697887,1.882858,1.690241,1.719650,1.719650,311723992
2021-03-21,1.725835,1.757199,1.657411,1.702047,1.702047,215059460
2021-03-22,1.701511,1.709600,1.513175,1.550781,1.550781,254170807
2021-03-23,1.548670,1.597961,1.502901,1.507999,1.507999,184898760
2021-03-24,1.504725,1.591867,1.344691,1.406824,1.406824,220298211
2021-03-25,1.403285,1.419792,1.319524,1.341325,1.341325,208841894
2021-03-26,1.342259,1.564055,1.342259,1.556925,1.556925,198822457
2021-03-27,1.556036,1.585357,1.462750,1.468137,1.468137,171865592
2021-03-28,1.469174,1.818591,1.461741,1.811227,1.811227,548364256
2021-03-29,1.815030,1.853566,1.694201,1.770366,1.770366,388868621
2021-03-30,1.771659,1.887129,1.732105,1.765462,1.765462,372334766
2021-03-31,1.762681,1.792046,1.653546,1.719143,1.719143,283716822
2021-04-01,1.719786,1.852189,1.693055,1.776204,1.776204,338174377
2021-04-02,1.774793,1.954425,1.736182,1.893327,1.893327,406483231
2021-04-03,1.887354,1.971723,1.687049,1.687542,1.687542,336808273
2021-04-04,1.688750,1.778720,1.666760,1.767582,1.767582,188205917
2021-04-05,1.766358,1.853264,1.700053,1.829807,1.829807,308583254
2021-04-06,1.826678,1.876946,1.734197,1.764235,1.764235,282126235
2021-04-07,1.762461,1.768888,1.533856,1.653230,1.653230,294202377
2021-04-08,1.656637,1.754974,1.645519,1.752831,1.752831,160822847
2021-04-09,1.752289,1.818356,1.718660,1.740189,1.740189,140943866
2021-04-10,1.739540,1.917442,1.714983,1.890854,1.890854,337377893
2021-04-11,1.894117,1.907814,1.798723,1.906312,1.906312,234532766
